nomsuc2,numinv,caract,marca,color,moduni,numser,nomsuc1,diasapar,nomvenapar,diaseninv,numfacc,fecreg,tipocompra,obs_veh,nummot,numinv2,tipuni,llaves,desnac_imp,modellinea,descvers,ctoori,ctocon,ctototal
"BODEGA CORDOBA","29984","V-DRIVE 4 PUERTAS T/M A/C AUDIO 1.6 LTS","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN8AE9TL821759","CORDOBA",0,"",150,"4115680",24/03/2026,"PCN","DEMO |  FLOTILLA","HR16484850P","","VCVDMC2","","NACIONAL","","",272695.26,0.00,272695.26
"BODEGA SALINA CRUZ","31480","V-DRIVE BASE 4 PUERTAS T/M 1.6 LTS","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN8AE7TL850533","SALINA CRUZ",0,"",24,"4177163",28/07/2026,"0P3","ROTULADO TAXI","HR16519805P","","VDMC1","","NACIONAL","","",246653.26,0.00,246653.26
"BODEGA SALINA CRUZ","31481","V-DRIVE BASE 4 PUERTAS T/M 1.6 LTS","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN8AE7TL853707","SALINA CRUZ",0,"",24,"4177164",28/07/2026,"0P3","ROTULADO TAXI","HR16528430P","","VDMC1","","NACIONAL","","",246653.26,0.00,246653.26
"EN TRANSITO","31792","V-DRIVE BASE 4 PUERTAS T/M 1.6 LTS","NISSAN","PLATA/GRIS","2026","3N1CN8AE1TL858546","SALINA CRUZ",0,"",3,"4188557",18/08/2026,"0P3","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16536128P","","VDMC1","","NACIONAL","","",246804.10,0.00,246804.10
"BODEGA TIERRABLANCA","31454","V-DRIVE 4 PUERTAS T/M A/C AUDIO 1.6 LTS","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN8AE5TL854368","TIERRA BLANCA",0,"",24,"4176928",28/07/2026,"0P3","DISPONIBLE","HR16530628P","","VEDCA","","NACIONAL","","",252826.26,0.00,252826.26
"EN TRANSITO","31801","V-DRIVE 4 PUERTAS T/M A/C AUDIO 1.6 LTS","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN8AE5TL859439","TUXTEPEC",0,"",2,"4189198",19/08/2026,"0P3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16536496P","","VEDCA","","NACIONAL","","",252976.10,0.00,252976.10
"EN TRANSITO","31803","V-DRIVE 4 PUERTAS T/M A/C AUDIO 1.6 LTS","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN8AE1TL857770","JUCHITAN",0,"",2,"4189197",19/08/2026,"0P3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16529482P","","VEDCA","","NACIONAL","","",252976.10,0.00,252976.10
"PEÑUELA","29378","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG3TL818914","CORDOBA",0,"",182,"4093342",20/02/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16481973P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA ORIZABA","29408","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG9TL814365","ORIZABA",0,"",181,"4095880",21/02/2026,"PV3","TAPETES RIGIDOS $ 1,340","HR16475680P","","VEMA7","","NACIONAL","","",331914.26,750.08,332664.34
"BODEGA JUCHITAN","29442","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG7TL816549","JUCHITAN",0,"",181,"4096283",21/02/2026,"PV3","DISPONIBLE","HR16478229P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA ORIZABA","29526","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG5TL820065","ORIZABA",1,"ERIKA MORENO GONZALE",177,"4100369",25/02/2026,"PV3","20/08/26 524 HERNANDEZ MORALES JOSE ANGEL | NISSAN CONEC FINDER 1 (SERV ADD RT 1 A)","HR16482307P","","VEMA7","","NACIONAL","","",331914.26,4026.87,335941.13
"BODEGA ORIZABA","29582","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG8TL812025","ORIZABA",0,"",175,"4102467",27/02/2026,"PV3","DISPONIBLE | NISSAN CONEC FINDER 1 (SERV ADD RT 1 A)","HR16472948P","","VEMA7","","NACIONAL","","",331914.26,4026.88,335941.14
"BODEGA SALINA CRUZ","29625","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG2TL811226","SALINA CRUZ",0,"",175,"4102694",27/02/2026,"PV3","NISSAN CONECT FINDER $ 7,300","HR16471231P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA ORIZABA","29631","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG7TL820276","ORIZABA",0,"",174,"4104255",28/02/2026,"PV3","DISPONIBLE | NISSAN CONEC FINDER 1 (SERV ADD RT 1 A)","HR16479168P","","VEMA7","","NACIONAL","","",331914.26,4026.87,335941.13
"BODEGA SALINA CRUZ","29727","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG1TL820161","SALINA CRUZ",0,"",169,"4105469",05/03/2026,"PV3","NISSAN CONECT FINDER $ 7,300","HR16482685P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA JUCHITAN","29795","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG9TL823759","JUCHITAN",0,"",162,"4107625",12/03/2026,"PV3","DISPONIBLE","HR16486109P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA TUXTEPEC","29854","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG4TL825841","TUXTEPEC",0,"",154,"4114493",20/03/2026,"PV3","PORTA PLACAS","HR16488903P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA ORIZABA","29880","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG3TL825796","ORIZABA",0,"",151,"4115429",23/03/2026,"PV3","TAPETES RIGIDOS $ 1,340","HR16488033P","","VEMA7","","NACIONAL","","",331914.26,1768.48,333682.74
"PEÑUELA","29959","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG7TL825283","CORDOBA",0,"",150,"4116232",24/03/2026,"PV3","DISPONIBLE","HR16488489P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"PEÑUELA","29962","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG3TL825877","CORDOBA",0,"",150,"4116231",24/03/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16489623P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA TUXTEPEC","30008","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG8TL824708","TUXTEPEC",0,"",150,"4116452",24/03/2026,"PV3","PORTAPLACAS NISSAN $ 1,130 + TAPETES RIGIDOS $ 1,340 + GANCHO CAJUELA P/BOLSAS $ 740","HR16488804P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA JUCHITAN","30026","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AGXTL825889","JUCHITAN",0,"",150,"4116454",24/03/2026,"PV3","DISPONIBLE","HR16489621P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA JUCHITAN","30027","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG7TL824313","JUCHITAN",0,"",150,"4116451",24/03/2026,"PV3","DISPONIBLE","HR16487799P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA SALINA CRUZ","30046","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG9TL825771","SALINA CRUZ",0,"",150,"4116453",24/03/2026,"PV3","DISPONIBLE | TAA  $ 7,300","HR16488587P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA TIERRABLANCA","30058","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AGXTL811832","TIERRA BLANCA",0,"",149,"4117793",25/03/2026,"PV3","DISPONIBLE","HR16472664P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA TUXTEPEC","30068","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AGXTL811796","TUXTEPEC",0,"",149,"4117987",25/03/2026,"PV3","PORTAPLACAS NISSAN $ 1,130 + TAPETES RIGIDOS $ 1,340 + GANCHO CAJUELA P/BOLSAS $ 740","HR16472421P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA JUCHITAN","30073","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG8TL811747","JUCHITAN",0,"",149,"4117986",25/03/2026,"PV3","DISPONIBLE","HR16471589P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"PEÑUELA","30098","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG5TL828134","CORDOBA",0,"",148,"4118423",26/03/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16492028P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA TUXTEPEC","30128","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG0TL828381","TUXTEPEC",0,"",147,"4120273",27/03/2026,"PV3","TAPETES DE USO RUDO","HR16490615P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA JUCHITAN","30133","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG4TL828609","JUCHITAN",0,"",147,"4119747",27/03/2026,"PV3","DISPONIBLE","HR16493346P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA SALINA CRUZ","30137","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG9TL828802","SALINA CRUZ",0,"",147,"4120274",27/03/2026,"PV3","PORTAPLACAS NISSAN $ 1,130 + TAPETES RIGIDOS $ 1,340 + GANCHO CAJUELA P/BOLSAS $ 740","HR16491675P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA JUCHITAN","30152","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG1TL828826","JUCHITAN",0,"",146,"4120754",28/03/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16492635P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA ORIZABA","30162","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG8TL828533","ORIZABA",0,"",144,"4121833",30/03/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16492800P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA JUCHITAN","30188","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG3TL828469","JUCHITAN",0,"",144,"4121212",30/03/2026,"PV3","DISPONIBLE","HR16492850P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA TIERRABLANCA","30249","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG6TL829518","TIERRA BLANCA",0,"",143,"4123882",31/03/2026,"PV3","(TIERRA BLANCA) (# CONCS. : 00410), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16490248P","","VEMA7","","NACIONAL","","",331914.26,0.00,331914.26
"BODEGA TIERRABLANCA","30303","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG1TL830687","TIERRA BLANCA",0,"",128,"4126823",15/04/2026,"PV3","DISPONIBLE","HR16497144P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","30309","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG3TL830884","TUXTEPEC",0,"",127,"4127193",16/04/2026,"PV3","TAPETES USO RUDO","HR16497750P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA JUCHITAN","30330","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG3TL831842","JUCHITAN",0,"",123,"4128039",20/04/2026,"PV3","DISPONIBLE","HR16495168P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA ORIZABA","30336","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG5TL832202","ORIZABA",0,"",121,"4128784",22/04/2026,"PV3","DISPONIBLE | NISSAN CONEC FINDER 1 (SERV ADD RT 1 A)","HR16498707P","","VEMA7","","NACIONAL","","",332036.26,4026.88,336063.14
"BODEGA JUCHITAN","30458","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG6TL834525","JUCHITAN",0,"",113,"4133668",30/04/2026,"PV3","DISPONIBLE","HR16501760P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA SALINA CRUZ","30499","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG4TL835429","SALINA CRUZ",0,"",106,"4136410",07/05/2026,"PV3","DISPONIBLE","HR16504124P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA ORIZABA","30512","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG6TL830961","ORIZABA",0,"",113,"4134635",30/04/2026,"PV3","DAÑO RAYON FASCIA DELANTERA LADO IZQUIERDO","HR16497873P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","30519","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG1TL830981","TUXTEPEC",0,"",113,"4134699",30/04/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16496476P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA ORIZABA","30521","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AGXTL836004","ORIZABA",0,"",101,"4137159",12/05/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16503890P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"PEÑUELA","30526","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG7TL836364","CORDOBA",0,"",100,"4137590",13/05/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16505805P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA ORIZABA","30541","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG0TL836531","ORIZABA",0,"",98,"4138884",15/05/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16506143P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"PEÑUELA","30552","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG0TL836142","CORDOBA",0,"",98,"4138883",15/05/2026,"PV3","DISPONIBLE","HR16504896P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","30554","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG1TL834528","TUXTEPEC",0,"",98,"4139122",15/05/2026,"PV3","PORTA PLACAS","HR16501748P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","30555","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG3TL834675","TUXTEPEC",0,"",98,"4139123",15/05/2026,"PV3","PORTA PLACAS","HR16502645P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA ORIZABA","30576","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG5TL837836","ORIZABA",0,"",95,"4140285",18/05/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16503495P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"PEÑUELA","30583","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG4TL837844","CORDOBA",0,"",95,"4140284",18/05/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16507660P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA JUCHITAN","30596","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG6TL837845","JUCHITAN",0,"",95,"4139968",18/05/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16503491P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA SALINA CRUZ","30601","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG1TL837655","SALINA CRUZ",0,"",95,"4139967",18/05/2026,"PV3","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16503366P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA ORIZABA","30607","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG4TL838170","ORIZABA",0,"",94,"4140765",19/05/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16507920P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","30644","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG1TL838370","TUXTEPEC",0,"",93,"4141631",20/05/2026,"PV3","PORTA PLACAS","HR16508290P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","30659","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AGXTL838786","TUXTEPEC",0,"",92,"4141902",21/05/2026,"PV3","PORTA PLACAS","HR16509059P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"EN TRANSITO","30735","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG0TL839428","ORIZABA",0,"",85,"4145016",28/05/2026,"PDE","DEMO | PROT DE CAJUELA -TAPETES USO RUD-PORT PLAC-DEFLECTOR-ESTRIBOS INT","HR16509301P","","VEMA7","","NACIONAL","","",332036.26,9152.68,341188.94
"BODEGA TIERRABLANCA","30748","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG4TL836130","TIERRA BLANCA",0,"",85,"4145017",28/05/2026,"PDE","DEMO | TB 29 MAY 26 | TAPETE USO RUDO,PROT CAJ, ESTRIBOS INT, PORTAPLACAS, DEFLECTORES VIENTO","HR16504891P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"EN TRANSITO","30754","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG5TL836296","CORDOBA",0,"",85,"4145018",28/05/2026,"PDE","DEMO | CORDOBA 29 MAY 26","HR16505380P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"EN TRANSITO","30765","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG2TL839687","TUXTEPEC",0,"",85,"4145163",28/05/2026,"PDE","DEMO | TUXTEPEC 29 MAY 26","HR16509727P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","30766","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG8TL840536","TUXTEPEC",0,"",85,"4145166",28/05/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16511272P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"EN TRANSITO","30777","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG3TL839455","JUCHITAN",0,"",85,"4145164",28/05/2026,"PDE","DEMO | JUCHITAN 29 MAY 26","HR16509323P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"EN TRANSITO","30784","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG7TL837465","SALINA CRUZ",0,"",85,"4145165",28/05/2026,"PDE","DEMO | SALINA CRUZ 29 MAY 26","HR16507308P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA ORIZABA","30795","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG2TL840791","ORIZABA",0,"",84,"4147229",29/05/2026,"PV3","DISPONIBLE","HR16511768P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA ORIZABA","30796","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG9TL839878","ORIZABA",0,"",84,"4147230",29/05/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16508806P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"PEÑUELA","30806","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AGXTL840537","CORDOBA",0,"",84,"4146239",29/05/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16510786P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"PEÑUELA","30807","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AG0TL839154","CORDOBA",0,"",84,"4147227",29/05/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16509702P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"PEÑUELA","30808","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG2TL840659","CORDOBA",0,"",84,"4147228",29/05/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16511544P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","30818","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG6TL839403","TUXTEPEC",0,"",84,"4147498",29/05/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16509421P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA JUCHITAN","30820","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG1TL840720","JUCHITAN",0,"",84,"4147494",29/05/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16512006P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA JUCHITAN","30821","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AG4TL839108","JUCHITAN",0,"",84,"4147496",29/05/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16509708P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA SALINA CRUZ","30826","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG5TL839747","SALINA CRUZ",0,"",84,"4147497",29/05/2026,"PV3","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16508181P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA SALINA CRUZ","30900","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG1TL839891","SALINA CRUZ",0,"",82,"4149456",31/05/2026,"PV3","DISPONIBLE","HR16507729P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA ORIZABA","30964","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG7TL841418","ORIZABA",0,"",73,"4152091",09/06/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16511727P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TIERRABLANCA","30968","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG8TL841332","TIERRA BLANCA",0,"",73,"4152092",09/06/2026,"PV3","(TIERRA BLANCA) (# CONCS. : 00410), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16511502P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TIERRABLANCA","30969","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AGXTL839923","TIERRA BLANCA",0,"",73,"4152093",09/06/2026,"PV3","(TIERRA BLANCA) (# CONCS. : 00410), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16507927P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
